age,gender,membership_category,joining_date,joined_through_referral,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,feedback,churn_risk_score,log_avg_time_spent,points_per_transaction,transaction_value_per_time_unit,last_visit_hour,region_category_Town,region_category_Village,preferred_offer_types_Gift Vouchers/Coupons,preferred_offer_types_Without Offers,medium_of_operation_Desktop,medium_of_operation_Smartphone,internet_option_Mobile_Data,internet_option_Wi-Fi,last_visit_time_of_day_Evening,last_visit_time_of_day_Morning,last_visit_time_of_day_Night,complaint_status_Not Applicable,complaint_status_Solved,complaint_status_Solved in Follow-up,complaint_status_Unsolved
16,0.0,4,2017-05-02,0.0,1900-01-01 06:23:07,11.0,5.86765715137991,40644.79,794.74,0.0,1.0,1.0,0,3.0,5.86765715137991,0.019553305602021807,6926.919714530607,6,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
62,1.0,1,2015-05-23,1.0,1900-01-01 21:13:59,18.0,4.346269914961763,7135.01,510.43,1.0,0.0,0.0,0,5.0,4.346269914961763,0.07153879251745968,1641.6398750197668,21,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
11,0.0,4,2016-10-07,1.0,1900-01-01 20:12:29,16.0,4.399866552802212,21122.35,755.57,0.0,1.0,1.0,2,1.0,4.399866552802212,0.03577111448300024,4800.679690284578,20,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
59,0.0,3,2016-08-14,0.0,1900-01-01 14:00:43,4.0,5.694371664902014,24595.42,73.71926245655436,0.0,1.0,0.0,0,4.0,5.694371664902014,0.002997276015475823,4319.250910789158,14,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
61,0.0,4,2015-03-13,0.0,1900-01-01 08:42:35,9.0,4.8757615882429945,91803.33,284.21142504522595,0.0,1.0,0.0,2,2.0,4.8757615882429945,0.0030958727210137794,18828.510856922723,8,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
38,0.0,3,2016-03-14,1.0,1900-01-01 05:17:32,4.0,6.524061447343428,20298.79,702.53,1.0,0.0,0.0,0,3.0,6.524061447343428,0.03460945209049406,3111.373208826166,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
13,1.0,3,2016-09-09,0.0,1900-01-01 03:31:50,11.0,5.337634228924987,6251.36,787.1,1.0,1.0,1.0,0,3.0,5.337634228924987,0.1259086022881421,1171.1855349929137,3,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
34,1.0,1,2016-11-01,0.0,1900-01-01 22:22:09,8.0,4.276666119016055,38162.19,252.72958415936785,1.0,0.0,0.0,0,5.0,4.276666119016055,0.006622512601068435,8923.350324289539,22,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
15,0.0,2,2015-10-30,1.0,1900-01-01 18:49:52,1.0,4.232656178019613,16833.83,662.67,1.0,0.0,1.0,0,4.0,4.232656178019613,0.03936537318007844,3977.131449376609,18,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
50,0.0,4,2016-05-03,0.0,1900-01-01 04:55:55,12.0,3.7864597824528,49443.48,720.9,1.0,0.0,1.0,0,3.0,3.7864597824528,0.01458028439745746,13057.970463368136,4,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
30,1.0,0,2016-07-31,1.0,1900-01-01 03:03:19,3.0,6.747762567671246,23810.31,549.0,1.0,0.0,1.0,1,5.0,6.747762567671246,0.023057238649979776,3528.6229711276424,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
27,0.0,1,2015-12-19,0.0,1900-01-01 21:43:05,12.0,3.562181801067979,29991.59,566.37,0.0,1.0,1.0,0,5.0,3.562181801067979,0.018884293897055808,8419.443946125437,21,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
64,1.0,0,2016-05-27,0.0,1900-01-01 16:02:08,18.0,5.28872147287459,20770.65,672.78,1.0,0.0,0.0,1,4.0,5.28872147287459,0.03239089773309935,3927.3480569039093,16,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
44,0.0,5,2017-04-01,1.0,1900-01-01 04:55:46,17.0,3.4756862336528944,25992.1,797.52,1.0,0.0,1.0,0,3.0,3.4756862336528944,0.030683169116770097,7478.264219691284,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
43,1.0,3,2015-06-18,1.0,1900-01-01 16:56:44,22.0,3.525772116243786,42720.86,794.22,0.0,1.0,1.0,0,3.0,3.525772116243786,0.018590917879462165,12116.738856484311,16,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
42,1.0,1,2017-04-21,0.0,1900-01-01 21:32:21,19.0,4.962844630259907,46430.5,662.13,0.0,1.0,1.0,0,5.0,4.962844630259907,0.014260669172203616,9355.622321299308,21,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
28,0.0,1,2017-07-27,0.0,1900-01-01 21:41:37,17.0,3.5452977256359124,18536.72,173.29613694102508,0.0,1.0,0.0,0,5.0,3.5452977256359124,0.009348802643672941,5228.536905648766,21,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
31,0.0,5,2015-03-08,1.0,1900-01-01 04:10:03,9.0,3.854605734558195,9124.06,724.13,0.0,1.0,1.0,0,3.0,3.854605734558195,0.07936488799942132,2367.054020129448,4,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
11,1.0,4,2016-12-28,0.0,1900-01-01 10:39:08,6.0,5.613602446425789,41666.39,752.4239464156535,1.0,1.0,0.0,0,3.0,5.613602446425789,0.01805829462105197,7422.3977201180705,10,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
18,0.0,2,2017-04-03,0.0,1900-01-01 15:56:38,8.0,4.778198695870453,31104.7,680.76,1.0,0.0,0.0,0,4.0,4.778198695870453,0.021886081524657045,6509.712546462783,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
41,0.0,2,2017-06-03,1.0,1900-01-01 18:53:44,12.0,3.6251406131469297,41235.2,625.48,0.0,1.0,1.0,0,4.0,3.6251406131469297,0.015168593822753377,11374.786360136344,18,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0
52,1.0,0,2017-01-05,1.0,1900-01-01 06:57:49,13.0,6.244593993912448,23094.54,509.86,0.0,1.0,0.0,1,5.0,6.244593993912448,0.022077079690697454,3698.325307059794,6,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
38,1.0,1,2017-03-22,0.0,1900-01-01 04:32:16,13.0,5.154851071522756,37129.62,670.06,1.0,0.0,1.0,0,4.0,5.154851071522756,0.018046508421039588,7202.850186131919,4,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
53,1.0,3,2015-06-12,1.0,1900-01-01 07:15:07,7.0,4.8439508380817005,41097.51,707.2363233282628,1.0,0.0,0.0,0,4.0,4.8439508380817005,0.017208739004583556,8484.29543852997,7,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
33,0.0,0,2017-09-04,0.0,1900-01-01 10:42:47,19.0,4.150094577326593,18954.44,602.48,0.0,1.0,0.0,0,5.0,4.150094577326593,0.031785692428792416,4567.230853859255,10,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
62,0.0,0,2015-07-01,0.0,1900-01-01 06:03:57,10.0,6.110025058229752,48121.83,640.39,1.0,0.0,1.0,1,5.0,6.110025058229752,0.013307681773531886,7875.880956524631,6,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
27,0.0,1,2017-11-27,0.0,1900-01-01 18:03:28,15.0,3.5824072096034194,26948.25,640.37,1.0,0.0,0.0,1,5.0,3.5824072096034194,0.02376295306745336,7522.386044713,18,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
24,1.0,3,2015-12-30,1.0,1900-01-01 23:33:21,8.0,4.589710367832745,17406.26,839.78,1.0,1.0,1.0,2,1.0,4.589710367832745,0.048245860971857256,3792.4528140147568,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47,0.0,2,2015-04-16,1.0,1900-01-01 10:11:46,12.0,4.607168188650764,9807.86,260.9331022572149,1.0,0.0,0.0,0,3.0,4.607168188650764,0.026604488874965068,2128.8261245075773,10,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
15,1.0,4,2016-10-26,0.0,1900-01-01 21:26:59,13.0,5.556828061699537,1827.09,317.91754952492704,0.0,1.0,1.0,2,2.0,5.556828061699537,0.17400212880861207,328.8008877930246,21,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
52,0.0,3,2017-07-19,0.0,1900-01-01 11:19:50,12.0,4.799831954866651,34522.24,674.19,1.0,0.0,1.0,0,4.0,4.799831954866651,0.01952914990452532,7192.385134441462,11,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
16,1.0,3,2015-08-12,1.0,1900-01-01 21:09:22,16.0,5.085928278131687,43299.21,721.383876027094,0.0,1.0,0.0,0,4.0,5.085928278131687,0.016660439671464997,8513.531381513296,21,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
16,1.0,3,2016-07-27,0.0,1900-01-01 22:58:31,5.0,6.948008474997407,4641.55,494.5989063281888,1.0,0.0,1.0,1,3.0,6.948008474997407,0.10655899566485091,668.0403480655991,22,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0
36,0.0,2,2015-10-22,1.0,1900-01-01 04:05:26,17.0,5.14778513224349,41312.31,790.81,0.0,1.0,1.0,0,3.0,5.14778513224349,0.019142236297123062,8025.259201522929,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
60,0.0,3,2015-08-13,1.0,1900-01-01 10:41:36,5.0,5.507970327679748,38545.53,716.47,0.0,1.0,0.0,0,4.0,5.507970327679748,0.018587628708179652,6998.136828423591,10,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
10,0.0,1,2015-07-02,0.0,1900-01-01 23:53:45,13.0,5.043747645546458,5415.97,866.8039020100442,0.0,1.0,0.0,0,5.0,5.043747645546458,0.16004592012327323,1073.7987664355508,23,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
36,0.0,0,2017-02-17,0.0,1900-01-01 16:41:30,16.0,6.045976406354246,19775.6,624.65,0.0,1.0,1.0,1,4.0,6.045976406354246,0.03158690507494084,3270.869528901252,16,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
28,0.0,5,2016-06-28,0.0,1900-01-01 09:51:45,22.0,5.600530844845727,45301.21,777.46,0.0,1.0,1.0,2,1.0,5.600530844845727,0.017162013994769677,8088.7350244114,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
61,1.0,1,2015-10-21,0.0,1900-01-01 00:37:37,23.0,5.5089023886148505,32675.7,695.89,1.0,0.0,0.0,0,5.0,5.5089023886148505,0.021296865866683803,5931.435646333158,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
33,1.0,0,2015-03-21,1.0,1900-01-01 06:53:48,23.0,5.419561073833401,14460.15,942.6683763692348,1.0,0.0,1.0,0,5.0,5.419561073833401,0.06519077439509513,2668.140427426155,6,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
30,1.0,2,2017-04-26,0.0,1900-01-01 05:03:45,19.0,6.983371963234927,14046.42,713.25,0.0,1.0,0.0,0,4.0,6.983371963234927,0.050778063022464084,2011.4093984896713,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
23,0.0,5,2017-10-04,0.0,1900-01-01 21:54:49,7.0,4.200954297280359,4617.87,741.0387214410376,0.0,1.0,0.0,0,3.0,4.200954297280359,0.16047197548675854,1099.2430941201972,21,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
16,1.0,2,2016-12-03,1.0,1900-01-01 17:17:32,10.0,5.164728829433656,43343.3,238.46314537831643,1.0,1.0,1.0,0,3.0,5.164728829433656,0.005501730264615671,8392.173419248587,17,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
34,0.0,1,2016-03-11,0.0,1900-01-01 20:57:23,12.0,4.6619285198067,21491.25,648.56,0.0,1.0,1.0,0,4.0,4.6619285198067,0.030177863083813178,4609.948416989264,20,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0
42,1.0,0,2016-05-17,0.0,1900-01-01 17:19:29,12.0,4.687855552606699,25155.73,695.19,1.0,0.0,1.0,0,5.0,4.687855552606699,0.027635453234710346,5366.14870439258,17,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
18,0.0,0,2017-12-24,0.0,1900-01-01 08:55:47,15.0,3.856933039110186,23858.86,602.56,1.0,0.0,0.0,0,5.0,3.856933039110186,0.02525518821938684,6185.966870066368,8,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
13,0.0,3,2017-12-05,0.0,1900-01-01 03:48:50,5.0,5.526528058195265,45998.72,740.06,0.0,1.0,1.0,0,3.0,5.526528058195265,0.016088708555368494,8323.258203998203,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
53,1.0,1,2015-10-17,1.0,1900-01-01 04:54:58,13.0,5.164728829433656,23004.01,88.70321739213536,0.0,1.0,1.0,0,4.0,5.164728829433656,0.0038559893423857562,4454.059595326814,4,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
30,1.0,4,2017-07-09,0.0,1900-01-01 01:28:33,16.0,5.329622216376449,20448.22,1587.0384536865718,1.0,0.0,1.0,1,3.0,5.329622216376449,0.07761254787392603,3836.710965585572,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
43,0.0,2,2016-06-18,0.0,1900-01-01 17:23:10,21.0,5.55864108898653,47241.0,760.05,1.0,0.0,0.0,0,3.0,5.55864108898653,0.016088778815012382,8498.659878148948,17,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
41,0.0,0,2017-06-08,1.0,1900-01-01 23:52:44,13.0,7.0290325653831305,1501.18,627.09,1.0,0.0,0.0,0,5.0,7.0290325653831305,0.41773138464408,213.56850833115686,23,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
18,0.0,4,2015-08-18,1.0,1900-01-01 14:39:41,13.0,6.69660205551948,7207.71,749.21,1.0,1.0,1.0,0,3.0,6.69660205551948,0.10394563599256908,1076.3234757333764,14,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
43,1.0,0,2015-06-18,1.0,1900-01-01 15:31:26,12.0,3.5254777821724925,28414.59,699.93,1.0,0.0,1.0,0,5.0,3.5254777821724925,0.024632767884386154,8059.784164202045,15,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
53,1.0,3,2015-11-11,0.0,1900-01-01 22:09:00,14.0,4.862831099327861,48424.57,615.08,1.0,0.0,1.0,0,4.0,4.862831099327861,0.012701816453919984,9958.10239156635,22,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
33,1.0,2,2017-05-17,0.0,1900-01-01 06:10:56,13.0,5.356256031468483,840.34,644.85,0.0,1.0,0.0,0,4.0,5.356256031468483,0.7673679701073375,156.88943826862035,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
21,0.0,2,2016-09-18,0.0,1900-01-01 02:37:29,10.0,5.164728829433656,32432.72,759.33,0.0,1.0,1.0,1,3.0,5.164728829433656,0.023412467409455635,6279.655926012372,2,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
62,1.0,2,2017-05-14,0.0,1900-01-01 18:21:20,20.0,3.5562048372093957,47033.73,689.55,1.0,0.0,0.0,0,4.0,3.5562048372093957,0.014660755164431992,13225.821389104245,18,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0
54,0.0,1,2015-09-20,1.0,1900-01-01 01:08:08,3.0,4.308110951723713,35051.36,667.69,0.0,1.0,1.0,0,4.0,4.308110951723713,0.019048904236526058,8136.1321453375385,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0
63,1.0,1,2015-06-20,0.0,1900-01-01 12:12:05,13.0,4.47903990884388,44374.24,538.25,0.0,1.0,0.0,0,5.0,4.47903990884388,0.012129785208715688,9907.087434604657,12,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
58,1.0,4,2017-11-27,1.0,1900-01-01 18:11:05,4.0,5.875099255976717,48336.71,753.4350836996838,1.0,1.0,1.0,0,3.0,5.875099255976717,0.015587223120888529,8227.386107703158,18,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
18,1.0,1,2016-09-22,0.0,1900-01-01 01:14:00,12.0,3.845669504878125,36815.51,619.0961734853626,0.0,1.0,0.0,0,5.0,3.845669504878125,0.016816178113120327,9573.238145737836,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
59,1.0,3,2016-02-28,1.0,1900-01-01 01:09:11,16.0,6.850687449274616,41346.13,665.31,1.0,1.0,1.0,0,4.0,6.850687449274616,0.016091227885173292,6035.325696310656,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
39,1.0,1,2015-07-30,0.0,1900-01-01 05:32:22,13.0,5.303006356034168,9277.78,669.59,0.0,1.0,1.0,0,5.0,5.303006356034168,0.0721713599589557,1749.5321289673789,5,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
40,1.0,5,2017-12-22,0.0,1900-01-01 16:28:50,17.0,5.13202662682661,37193.56,765.06,0.0,1.0,1.0,1,3.0,5.13202662682661,0.020569690021605892,7247.34353590029,16,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
23,1.0,2,2016-11-17,0.0,1900-01-01 15:31:55,10.0,4.223763342972998,2280.03,726.14,1.0,0.0,1.0,0,3.0,4.223763342972998,0.3184782656368556,539.810073353955,15,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
54,0.0,5,2017-04-21,0.0,1900-01-01 09:04:14,14.0,4.335982696172475,27282.28,753.66,1.0,0.0,1.0,2,2.0,4.335982696172475,0.02762452405004274,6292.063855347724,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
10,0.0,2,2016-05-04,1.0,1900-01-01 13:02:35,3.0,4.91837379566995,16760.87,741.35,0.0,1.0,0.0,0,3.0,4.91837379566995,0.04423099755561615,3407.8072745825,13,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
64,1.0,3,2016-12-02,0.0,1900-01-01 17:45:43,22.0,3.462606009790799,3259.24,1054.7156274765373,1.0,0.0,1.0,0,3.0,3.462606009790799,0.32360784338573945,941.2679325294979,17,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
56,0.0,3,2016-12-26,0.0,1900-01-01 08:44:45,12.0,6.785630418617017,33848.32,708.91,0.0,1.0,0.0,0,4.0,6.785630418617017,0.020943727783240055,4988.23512508638,8,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
55,1.0,2,2016-05-07,1.0,1900-01-01 06:20:00,12.0,3.582963228522387,29870.77,679.31,0.0,1.0,1.0,0,4.0,3.582963228522387,0.022741630028285175,8336.889913413568,6,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1
32,1.0,4,2016-03-29,0.0,1900-01-01 01:01:41,12.0,4.354655437877749,1632.39,777.02932224713,1.0,0.0,0.0,2,1.0,4.354655437877749,0.4760071565294629,374.86088699489596,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
35,0.0,5,2015-04-19,1.0,1900-01-01 21:30:04,6.0,5.561796394051649,8338.41,772.23,1.0,0.0,1.0,0,3.0,5.561796394051649,0.09261118126837131,1499.2296389918092,21,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
16,0.0,5,2016-07-09,0.0,1900-01-01 13:19:58,6.0,6.0110465618357045,14432.85,1184.3591677989707,1.0,1.0,0.0,0,3.0,6.0110465618357045,0.08205996513501981,2401.0544339540725,13,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
17,0.0,1,2016-03-14,1.0,1900-01-01 19:46:51,9.0,5.743996284269503,2695.4,629.969981254856,1.0,0.0,1.0,0,4.0,5.743996284269503,0.2337204056002285,469.25517820783017,19,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
23,1.0,2,2016-05-15,1.0,1900-01-01 18:51:38,16.0,5.258276317010853,38491.88,673.27,0.0,1.0,1.0,1,4.0,5.258276317010853,0.01749122152516323,7320.246727140671,18,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
51,1.0,3,2017-01-01,0.0,1900-01-01 04:27:17,16.0,4.638895055389712,32562.23,612.58,1.0,0.0,0.0,1,4.0,4.638895055389712,0.01881259360922148,7019.393543332585,4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
40,0.0,1,2017-04-12,0.0,1900-01-01 06:32:18,20.0,5.38820377334256,13041.9,63.068856725519936,1.0,0.0,1.0,0,5.0,5.38820377334256,0.004835864155185973,2420.4541158081493,6,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
27,1.0,2,2017-01-15,1.0,1900-01-01 19:09:33,17.0,5.2405293427806425,4221.07,722.44,0.0,1.0,1.0,0,3.0,5.2405293427806425,0.17115091671069185,805.4663420241982,19,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
55,0.0,3,2017-09-24,1.0,1900-01-01 21:25:29,6.0,4.057507672170127,10176.85,735.81,0.0,1.0,0.0,2,2.0,4.057507672170127,0.0723023332367088,2508.15299002429,21,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
57,0.0,2,2015-07-07,1.0,1900-01-01 10:13:27,11.0,6.532057689196878,41738.78,685.89,1.0,1.0,1.0,0,4.0,6.532057689196878,0.016432919218050936,6389.836401633467,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
22,0.0,2,2016-01-25,1.0,1900-01-01 06:25:39,13.0,3.520460802488973,17866.2,719.78,0.0,1.0,0.0,0,3.0,3.520460802488973,0.04028724630867224,5074.960637928012,6,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
46,1.0,0,2017-04-04,1.0,1900-01-01 20:07:00,1.0,5.573294066502264,20570.98,679.86,0.0,1.0,0.0,1,5.0,5.573294066502264,0.033049470662068606,3690.991315825205,20,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
43,1.0,1,2016-10-31,1.0,1900-01-01 03:37:02,17.0,5.135327738053574,12705.95,637.72,0.0,1.0,0.0,0,4.0,5.135327738053574,0.05019065870714114,2474.223778522828,3,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0
25,1.0,0,2015-09-28,0.0,1900-01-01 08:01:55,12.0,3.4404180948154366,49075.3,599.36,1.0,0.0,1.0,0,5.0,3.4404180948154366,0.012213068488628699,14264.341904826739,8,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
19,0.0,0,2015-02-01,1.0,1900-01-01 23:17:09,20.0,4.741011408899505,18840.5,563.43,0.0,1.0,1.0,0,5.0,4.741011408899505,0.029905257291473152,3973.9410803006913,23,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
45,0.0,0,2015-11-12,0.0,1900-01-01 07:26:28,7.0,4.4557416724961625,13268.71,639.82,1.0,0.0,1.0,0,5.0,4.4557416724961625,0.048220211309162694,2977.8903211340576,7,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
59,0.0,3,2016-03-12,0.0,1900-01-01 05:15:26,15.0,4.954347089749467,24079.19,770.7111025324267,1.0,0.0,1.0,2,1.0,4.954347089749467,0.03200735168136581,4860.214588077567,5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12,0.0,1,2015-12-08,0.0,1900-01-01 04:26:06,19.0,3.963666238579985,17629.29,676.8,1.0,0.0,1.0,0,4.0,3.963666238579985,0.03839065555107437,4447.723127746456,4,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
19,1.0,1,2016-06-11,1.0,1900-01-01 16:41:45,11.0,7.419183782065347,32337.16,416.41847173510735,1.0,1.0,1.0,1,4.0,7.419183782065347,0.012877397759577754,4358.5872718465,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,1.0,0,2016-07-10,1.0,1900-01-01 03:50:51,12.0,5.5884838502927385,32529.25,586.96,1.0,0.0,1.0,0,5.0,5.5884838502927385,0.018044068031079722,5820.76478547863,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
43,1.0,3,2016-01-22,0.0,1900-01-01 17:32:48,12.0,6.070298832625791,99028.1,786.9852126049259,0.0,1.0,0.0,2,1.0,6.070298832625791,0.00794708989271657,16313.546125234834,17,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
61,1.0,5,2015-07-08,1.0,1900-01-01 03:00:01,2.0,5.09809656986625,23794.38,561.7312103018921,1.0,0.0,0.0,2,1.0,5.09809656986625,0.02360772629090954,4667.306645512259,3,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
14,0.0,3,2017-05-28,1.0,1900-01-01 00:24:49,13.0,4.694370831446394,36422.68,773.86,1.0,0.0,1.0,0,3.0,4.694370831446394,0.021246651811453743,7758.79906121045,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
46,0.0,0,2015-12-20,1.0,1900-01-01 01:17:45,16.0,7.454486981104574,22363.69,628.0764783666359,1.0,0.0,0.0,0,5.0,7.454486981104574,0.028084653219868274,3000.030727357477,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
46,0.0,3,2016-08-31,0.0,1900-01-01 06:09:59,19.0,7.296480892590919,43307.75,696.82,0.0,1.0,0.0,0,4.0,7.296480892590919,0.016089960803782236,5935.429782866433,6,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
27,1.0,3,2016-10-27,0.0,1900-01-01 01:41:42,8.0,5.061074890854325,1118.84,744.68,0.0,1.0,0.0,0,3.0,5.061074890854325,0.6655822101462229,221.06766331828302,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
34,1.0,2,2017-10-19,1.0,1900-01-01 04:01:59,12.0,4.189806245700679,28826.23,891.3387362635249,0.0,1.0,1.0,1,3.0,4.189806245700679,0.030921099854664482,6880.08664591106,4,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
47,0.0,4,2015-06-06,1.0,1900-01-01 00:00:58,13.0,5.164728829433656,7439.16,737.54,0.0,1.0,1.0,0,3.0,5.164728829433656,0.09914291398491228,1440.3776549902134,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
10,0.0,4,2017-10-06,1.0,1900-01-01 04:18:17,13.0,4.205885936955008,23048.54,736.47,1.0,0.0,0.0,0,3.0,4.205885936955008,0.03195300005987364,5480.067777750236,4,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
41,1.0,1,2016-01-31,0.0,1900-01-01 07:23:18,12.0,4.240607069200353,22278.69,602.25,1.0,0.0,1.0,0,5.0,4.240607069200353,0.02703255891616608,5253.655817774475,7,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
14,1.0,1,2015-02-28,1.0,1900-01-01 06:08:10,20.0,6.88918692069959,22617.65,700.15,0.0,1.0,0.0,0,4.0,6.88918692069959,0.030955912749556207,3283.0652238570997,6,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
31,0.0,2,2016-11-03,1.0,1900-01-01 10:13:06,10.0,6.38802344574515,36119.34,703.44,1.0,0.0,1.0,0,3.0,6.38802344574515,0.01947543891998027,5654.227838512066,10,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
38,0.0,5,2017-01-25,1.0,1900-01-01 22:58:31,15.0,3.5142284036242013,16066.62,1285.312083391268,1.0,0.0,0.0,1,3.0,3.5142284036242013,0.07999890975147654,4571.876996791272,22,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
34,1.0,1,2017-07-09,1.0,1900-01-01 23:13:37,17.0,3.575430761606357,7955.01,228.6142024120383,0.0,1.0,0.0,0,5.0,3.575430761606357,0.028738392838228776,2224.9095368933954,23,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
53,1.0,4,2016-06-23,1.0,1900-01-01 13:24:20,15.0,5.770973724196525,23203.83,1198.4267519500622,0.0,1.0,1.0,2,2.0,5.770973724196525,0.051647799175828395,4020.7824725853525,13,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
